"pattern"	"count"	"nhits"	"name"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	13	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	32	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO"	15	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP"	12	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	28	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	12	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	22	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	263	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEX"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	52	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB"	19	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	47	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW"	18	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR"	13	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
