"count"	"nhits"	"name"	"class"	"type"	"protein"	"gene"	"farm"	"animal"	"sample"	"site"
20	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"SRMB"	"1"	"25"	"9"	"feces"
8	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TAEA"	"1"	"25"	"9"	"feces"
8	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TLRCM"	"1"	"25"	"9"	"feces"
10	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"VGA"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_pumps"	"MUXC"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"ILES"	"1"	"25"	"9"	"feces"
27	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"ILES"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"MUPA"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"MUPB"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Isoniazid-resistant_mutant"	"KATG"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Para-aminosalicylic_acid_resistant_mutant"	"THYA"	"1"	"25"	"9"	"feces"
5	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Pyrazinamide-resistant_mutant"	"RPSA"	"1"	"25"	"9"	"feces"
41409	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	"O23S"	"1"	"25"	"9"	"feces"
236	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Pactamycin"	"Pactamycin-resistant_16S_ribosomal_subunit_protein"	"P16S"	"1"	"25"	"9"	"feces"
117	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	"PH23S"	"1"	"25"	"9"	"feces"
18481	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	"P23S"	"1"	"25"	"9"	"feces"
9523	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB"	"1"	"25"	"9"	"feces"
6	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULIII"	"1"	"25"	"9"	"feces"
760	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	"1"	"25"	"9"	"feces"
12	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET35"	"1"	"25"	"9"	"feces"
58	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"	"1"	"25"	"9"	"feces"
17	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"	"1"	"25"	"9"	"feces"
7	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETBP"	"1"	"25"	"9"	"feces"
7	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETK"	"1"	"25"	"9"	"feces"
1700	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET32"	"1"	"25"	"9"	"feces"
5414	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"	"1"	"25"	"9"	"feces"
596	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET44"	"1"	"25"	"9"	"feces"
28939	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	"1"	"25"	"9"	"feces"
38535	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	"1"	"25"	"9"	"feces"
38106	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	"1"	"25"	"9"	"feces"
46508	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"1"	"25"	"9"	"feces"
8	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"ARSC"	"1"	"25"	"9"	"feces"
18	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"PSTB"	"1"	"25"	"9"	"feces"
9	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Arsenic_resistance"	"Arsenite_oxidase_regulator"	"AIOR"	"1"	"25"	"9"	"feces"
6	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUEO"	"1"	"25"	"9"	"feces"
192	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"DNAK"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"CORR"	"1"	"25"	"9"	"feces"
50	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	"ACN"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	"PBRA"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"FECE"	"1"	"25"	"9"	"feces"
5	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROB"	"1"	"25"	"9"	"feces"
7	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSBM"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSRM"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CORC"	"1"	"25"	"9"	"feces"
6	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CTPC"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CUEA"	"1"	"25"	"9"	"feces"
7	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DMEF"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBB"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"GOLT"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"MNTR"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"RECGM"	"1"	"25"	"9"	"feces"
6	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ZIPB"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ZNTA"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"MGTA"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSA"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCP"	"1"	"25"	"9"	"feces"
6	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"SILP"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"SILR"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_pumps"	"NIKA"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_regulator"	"NIKR"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Zinc_resistance"	"Zinc_resistance_protein"	"ZNUB"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Zinc_resistance"	"Zinc_resistance_regulator"	"ZRAR"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Metals"	"Zinc_resistance"	"Zinc_resistance_regulator"	"ZUR"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"ACTP"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"GLPF"	"1"	"25"	"9"	"feces"
29	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"RUVB"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"YCHH"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"YGIW"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"YIEF"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"ZUPT"	"1"	"25"	"9"	"feces"
41	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	"ACRD"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	"GESA"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	"MDTA"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	"MDTB"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	"MDTC"	"1"	"25"	"9"	"feces"
17	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_regulator"	"BAER"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_ABC_efflux_pumps"	"EFRA"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_ABC_efflux_pumps"	"YOGI"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EMRA"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EMRB"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EMRD"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"KPN"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDFA"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDTG"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDTH"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	"EMRR"	"1"	"25"	"9"	"feces"
9	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	"EVGS"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ACRE"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ACRF"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"AMRB"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"AXY"	"1"	"25"	"9"	"feces"
3	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"BEPE"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"BEPG"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"CEOB"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MDTE"	"1"	"25"	"9"	"feces"
12	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MDTF"	"1"	"25"	"9"	"feces"
198	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXB"	"1"	"25"	"9"	"feces"
54	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXD"	"1"	"25"	"9"	"feces"
108	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXF"	"1"	"25"	"9"	"feces"
56	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXI"	"1"	"25"	"9"	"feces"
1864	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"	"1"	"25"	"9"	"feces"
12	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEB"	"1"	"25"	"9"	"feces"
12	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEY"	"1"	"25"	"9"	"feces"
129	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SME"	"1"	"25"	"9"	"feces"
4	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CRP"	"1"	"25"	"9"	"feces"
2	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"GADW"	"1"	"25"	"9"	"feces"
1	1426809	"G527_9_P1A25_feces_S9"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"GADX"	"1"	"25"	"9"	"feces"
1	470	"G527_89_P2A28_SNP_S89"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_resistance_regulator"	"YDEO"	"2"	"28"	"89"	"SNP"
1	470	"G527_89_P2A28_SNP_S89"	"Biocides"	"Peroxide_resistance"	"peroxide_resistance_protein"	"SODA"	"2"	"28"	"89"	"SNP"
4	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"	"2"	"28"	"89"	"SNP"
111	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S"	"2"	"28"	"89"	"SNP"
13	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	"2"	"28"	"89"	"SNP"
10	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	"2"	"28"	"89"	"SNP"
10	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	"2"	"28"	"89"	"SNP"
10	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	"2"	"28"	"89"	"SNP"
5	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"2"	"28"	"89"	"SNP"
18	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"	"2"	"28"	"89"	"SNP"
121	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S"	"2"	"28"	"89"	"SNP"
5	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S"	"2"	"28"	"89"	"SNP"
1	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LMRC"	"2"	"28"	"89"	"SNP"
15	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	"O23S"	"2"	"28"	"89"	"SNP"
2	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Pactamycin"	"Pactamycin-resistant_16S_ribosomal_subunit_protein"	"P16S"	"2"	"28"	"89"	"SNP"
82	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	"PH23S"	"2"	"28"	"89"	"SNP"
5	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	"P23S"	"2"	"28"	"89"	"SNP"
2	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP"	"2"	"28"	"89"	"SNP"
35	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULI"	"2"	"28"	"89"	"SNP"
3	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULII"	"2"	"28"	"89"	"SNP"
4	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"	"2"	"28"	"89"	"SNP"
11	470	"G527_89_P2A28_SNP_S89"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S"	"2"	"28"	"89"	"SNP"
1	470	"G527_89_P2A28_SNP_S89"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXK"	"2"	"28"	"89"	"SNP"
2	2335	"G527_88_P2A27_SNP_S88"	"Biocides"	"Peroxide_resistance"	"peroxide_resistance_protein"	"SODB"	"2"	"27"	"88"	"SNP"
4	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA"	"2"	"27"	"88"	"SNP"
2	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"2"	"27"	"88"	"SNP"
5	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"	"2"	"27"	"88"	"SNP"
51	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"	"2"	"27"	"88"	"SNP"
15	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-PRIME"	"2"	"27"	"88"	"SNP"
493	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S"	"2"	"27"	"88"	"SNP"
52	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	"2"	"27"	"88"	"SNP"
41	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	"2"	"27"	"88"	"SNP"
41	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	"2"	"27"	"88"	"SNP"
11	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"	"2"	"27"	"88"	"SNP"
130	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"	"2"	"27"	"88"	"SNP"
3	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"	"2"	"27"	"88"	"SNP"
1	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	"OMPFB"	"2"	"27"	"88"	"SNP"
4	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"MECC"	"2"	"27"	"88"	"SNP"
3	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	"2"	"27"	"88"	"SNP"
41	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	"2"	"27"	"88"	"SNP"
18	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"2"	"27"	"88"	"SNP"
1	2335	"G527_88_P2A27_SNP_S88"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB"	"2"	"27"	"88"	"SNP"
