"pattern"	"count"	"nhits"	"sample"
"Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation"	389	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|RLMH"	237	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LIN"	487	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|Macrolide_phosphotransferases|MPHB"	159	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|Macrolide_phosphotransferases|MPHK"	233	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	230246	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA"	2525	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB"	42	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	1	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	5117	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation"	462	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|MDR_regulator|ARLR"	1292	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|MDR_regulator|ARLS"	1144	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|MDR_regulator|MGRA"	217	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|CARA"	1	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRB"	468	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	481	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VMLR"	377	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB"	236	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|NORBD"	579	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS"	209	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXA"	301	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	757	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	839	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|NALC|RequiresSNPConfirmation"	171	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|NFXB|RequiresSNPConfirmation"	148	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMB"	355	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMD"	422	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH"	346	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPRA"	1	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|SDIA"	224	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA"	591	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|NALD|RequiresSNPConfirmation"	198	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation"	184	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE"	108	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation"	1034	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Nucleosides|Tunicamycin_resistance_protein|TMRB"	117	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	30491	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	124	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT"	187	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP"	520	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	317	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	5757	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	41997	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	5614	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38"	3500	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET45"	2563	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK"	4	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL"	155810	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation"	219	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	23727	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE"	182	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB"	1	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC"	541	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA"	287	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB"	464	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC"	346	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS"	870	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Chromium_resistance|Chromium_resistance_protein|NFSA"	246	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CINA"	193	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|COPA"	2658	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUEO"	494	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUEP"	186	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTA"	237	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTC"	497	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTE"	545	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTF"	254	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|YCNJ"	917	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_protein|YFMO"	399	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|BHSA"	98	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|COMR"	200	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|COPR"	107	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|COPZ"	278	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|CSOR"	129	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|CUER"	370	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|YCNK"	218	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|YFMP"	127	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Gold_resistance|Gold_resistance_regulator|GOLS"	203	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Iron_resistance|Iron_resistance_protein|ACN"	68	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	101	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	944	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERE"	190	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERF"	75	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERP"	165	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERT"	271	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERD"	757	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR"	289	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1"	52	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2"	199	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD"	840	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE"	500	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA"	374	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB"	873	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC"	1233	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM"	67	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|COPAM"	40	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA"	1496	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB"	363	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC"	1343	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD"	439	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	56	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	40	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA"	5256	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB"	394	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	518	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	332	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA"	539	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPVA"	1214	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT"	713	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MCO"	610	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTA"	267	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH"	424	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP"	156	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR"	193	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA"	39	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA"	339	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA"	198	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB"	95	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	648	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM"	442	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEC"	50	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH"	325	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT"	181	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	681	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA"	2755	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR"	81	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS"	568	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	826	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	348	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC"	1070	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF"	133	1230334	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_95_MockCommunity_S95.txt"
